timestamp,host,method,status,uri
2026-01-01T08:03:00Z,web-04,DELETE,204,/search
2026-01-01T08:04:00Z,web-01,GET,301,/checkout
2026-01-01T08:05:00Z,web-02,POST,302,/profile
2026-01-01T08:06:00Z,web-03,PUT,400,/settings
2026-01-01T08:07:00Z,web-04,DELETE,401,/admin
2026-01-01T08:08:00Z,web-01,GET,403,/health
2026-01-01T08:09:00Z,web-02,POST,404,/missing
2026-01-01T08:10:00Z,web-03,PUT,500,/
2026-01-01T08:11:00Z,web-04,DELETE,502,/login
2026-01-01T08:12:00Z,web-01,GET,503,/logout
2026-01-01T08:13:00Z,web-02,POST,200,/dashboard
2026-01-01T08:14:00Z,web-03,PUT,200,/api/users
2026-01-01T08:15:00Z,web-04,DELETE,200,/api/orders
2026-01-01T08:16:00Z,web-01,GET,200,/api/products
2026-01-01T08:17:00Z,web-02,POST,200,/search
2026-01-01T08:18:00Z,web-03,PUT,201,/checkout
2026-01-01T08:19:00Z,web-04,DELETE,201,/profile
